,user_id,user_name,user_profile_link,badges,reputation,reached,answer_count,questions_count,member_since,post_id
1062645,1062645,Markus Loecher,https://stackoverflow.com/users/1062645/markus-loecher,"{'gold': 0, 'silver': 1, 'bronze': 16}",378,24000,10,16,2011-11-23,51584970
5615492,5615492,Tom,https://stackoverflow.com/users/5615492/tom,"{'gold': 0, 'silver': 7, 'bronze': 24}",634,33000,6,20,2015-11-28,51583633
6493472,6493472,user823,https://stackoverflow.com/users/6493472/user823,"{'gold': 0, 'silver': 2, 'bronze': 17}",265,11000,3,13,2016-06-21,51566988
10145307,10145307,Zhongfang He,https://stackoverflow.com/users/10145307/zhongfang-he,"{'gold': 0, 'silver': 0, 'bronze': 2}",1,1000,0,1,2018-07-27,51561719
5665505,5665505,joshi123,https://stackoverflow.com/users/5665505/joshi123,"{'gold': 2, 'silver': 16, 'bronze': 33}",865,383000,13,41,2015-12-10,51543937
7910606,7910606,S.Kumar,https://stackoverflow.com/users/7910606/s-kumar,"{'gold': 0, 'silver': 0, 'bronze': 4}",23,707,0,3,2017-04-23,51543158
3310237,3310237,Mauro Assis,https://stackoverflow.com/users/3310237/mauro-assis,"{'gold': 2, 'silver': 8, 'bronze': 25}",435,61000,6,34,2014-02-14,51527546
4564080,4564080,KOB,https://stackoverflow.com/users/4564080/kob,"{'gold': 10, 'silver': 51, 'bronze': 100}",4495,442000,19,253,2015-02-13,51478588
8133525,8133525,Rafael Díaz,https://stackoverflow.com/users/8133525/rafael-d%c3%adaz,"{'gold': 2, 'silver': 20, 'bronze': 35}",2257,456000,87,49,2017-06-08,51471526
8142901,8142901,Joey Bloom,https://stackoverflow.com/users/8142901/joey-bloom,"{'gold': 0, 'silver': 0, 'bronze': 3}",33,805,0,3,2017-06-10,51469394
4435530,4435530,Abhijeet Arora,https://stackoverflow.com/users/4435530/abhijeet-arora,"{'gold': 0, 'silver': 3, 'bronze': 13}",237,13000,1,9,2015-01-09,51453164
4468348,4468348,jhwatts,https://stackoverflow.com/users/4468348/jhwatts,"{'gold': 0, 'silver': 0, 'bronze': 4}",51,4000,0,4,2015-01-19,51432797
10100418,10100418,yaolipan,https://stackoverflow.com/users/10100418/yaolipan,"{'gold': 0, 'silver': 0, 'bronze': 2}",13,588,0,1,2018-07-18,51405410
5358418,5358418,dnks23,https://stackoverflow.com/users/5358418/dnks23,"{'gold': 0, 'silver': 7, 'bronze': 23}",369,46000,0,39,2015-09-21,51377739
3243499,3243499,user3243499,https://stackoverflow.com/users/3243499/user3243499,"{'gold': 8, 'silver': 36, 'bronze': 87}",3159,406000,4,193,2014-01-28,51376724
8380096,8380096,Shubham Gupta,https://stackoverflow.com/users/8380096/shubham-gupta,"{'gold': 0, 'silver': 1, 'bronze': 5}",17,5000,0,3,2017-07-28,51373908
826610,826610,Rahul,https://stackoverflow.com/users/826610/rahul,"{'gold': 26, 'silver': 74, 'bronze': 103}",46826,3800000,12,133,2011-07-03,51367755
5015382,5015382,Jan Janiszewski,https://stackoverflow.com/users/5015382/jan-janiszewski,"{'gold': 0, 'silver': 3, 'bronze': 14}",442,15000,14,27,2015-06-16,51366109
4747599,4747599,TomFromWales,https://stackoverflow.com/users/4747599/tomfromwales,"{'gold': 0, 'silver': 0, 'bronze': 7}",85,3000,2,5,2015-04-03,51328685
10076711,10076711,Shavani Vandeyar,https://stackoverflow.com/users/10076711/shavani-vandeyar,"{'gold': 0, 'silver': 0, 'bronze': 2}",11,1000,0,1,2018-07-13,51328091
546678,546678,mommomonthewind,https://stackoverflow.com/users/546678/mommomonthewind,"{'gold': 13, 'silver': 49, 'bronze': 79}",4640,776000,5,140,2010-12-18,51324376
9799082,9799082,Sam Bst,https://stackoverflow.com/users/9799082/sam-bst,"{'gold': 0, 'silver': 0, 'bronze': 5}",33,300,1,2,2018-05-16,51319990
7208533,7208533,leveygao,https://stackoverflow.com/users/7208533/leveygao,"{'gold': 0, 'silver': 0, 'bronze': 9}",83,7000,0,9,2016-11-25,51317385
10069627,10069627,Pilar82,https://stackoverflow.com/users/10069627/pilar82,"{'gold': 0, 'silver': 0, 'bronze': 3}",21,540,0,1,2018-07-12,51302010
6916631,6916631,Cihan,https://stackoverflow.com/users/6916631/cihan,"{'gold': 0, 'silver': 10, 'bronze': 20}",2307,118000,73,5,2016-10-03,51266468
4520274,4520274,Mansoor,https://stackoverflow.com/users/4520274/mansoor,"{'gold': 0, 'silver': 11, 'bronze': 30}",1259,97000,64,43,2015-02-02,51262821
10054695,10054695,xhlulu,https://stackoverflow.com/users/10054695/xhlulu,"{'gold': 0, 'silver': 0, 'bronze': 1}",11,60,0,1,2018-07-09,51249564
1325423,1325423,AvkashChauhan,https://stackoverflow.com/users/1325423/avkashchauhan,"{'gold': 3, 'silver': 36, 'bronze': 66}",20573,3200000,776,3,2012-04-11,51217452
10043908,10043908,M. Gleebs,https://stackoverflow.com/users/10043908/m-gleebs,"{'gold': 0, 'silver': 0, 'bronze': 1}",21,623,0,1,2018-07-06,51216030
10025287,10025287,Milan Panic,https://stackoverflow.com/users/10025287/milan-panic,"{'gold': 1, 'silver': 11, 'bronze': 33}",503,68000,3,32,2018-07-03,51169089
10025287,10025287,Milan Panic,https://stackoverflow.com/users/10025287/milan-panic,"{'gold': 1, 'silver': 11, 'bronze': 33}",503,68000,3,32,2018-07-03,51149201
10021039,10021039,Simone Silvetti,https://stackoverflow.com/users/10021039/simone-silvetti,"{'gold': 0, 'silver': 0, 'bronze': 2}",11,468,0,2,2018-07-02,51136687
10021182,10021182,enjoystar,https://stackoverflow.com/users/10021182/enjoystar,"{'gold': 0, 'silver': 0, 'bronze': 4}",5,214,0,2,2018-07-02,51135888
2411578,2411578,0012,https://stackoverflow.com/users/2411578/0012,"{'gold': 0, 'silver': 3, 'bronze': 10}",162,24000,2,3,2013-05-22,51107672
5358418,5358418,dnks23,https://stackoverflow.com/users/5358418/dnks23,"{'gold': 0, 'silver': 7, 'bronze': 23}",369,46000,0,39,2015-09-21,51100483
2259468,2259468,EngrStudent,https://stackoverflow.com/users/2259468/engrstudent,"{'gold': 0, 'silver': 31, 'bronze': 51}",1972,130000,48,71,2013-04-08,51084343
7017940,7017940,LeGeniusII,https://stackoverflow.com/users/7017940/legeniusii,"{'gold': 1, 'silver': 13, 'bronze': 30}",960,86000,4,50,2016-10-14,51059737
9998602,9998602,Mireia Ballestà,https://stackoverflow.com/users/9998602/mireia-ballest%c3%a0,"{'gold': 0, 'silver': 0, 'bronze': 2}",31,1000,0,1,2018-06-27,51058833
9368929,9368929,Vecino,https://stackoverflow.com/users/9368929/vecino,"{'gold': 0, 'silver': 0, 'bronze': 5}",41,695,0,3,2018-02-16,51019728
3889664,3889664,Deb,https://stackoverflow.com/users/3889664/deb,"{'gold': 0, 'silver': 0, 'bronze': 7}",87,4000,1,15,2014-07-29,51007240
5358418,5358418,dnks23,https://stackoverflow.com/users/5358418/dnks23,"{'gold': 0, 'silver': 7, 'bronze': 23}",369,46000,0,39,2015-09-21,50987850
9974106,9974106,Kevin,https://stackoverflow.com/users/9974106/kevin,"{'gold': 0, 'silver': 0, 'bronze': 1}",1,915,0,1,2018-06-21,50976438
4564080,4564080,KOB,https://stackoverflow.com/users/4564080/kob,"{'gold': 10, 'silver': 51, 'bronze': 100}",4495,442000,19,253,2015-02-13,50968068
6915683,6915683,jjm,https://stackoverflow.com/users/6915683/jjm,"{'gold': 0, 'silver': 0, 'bronze': 4}",21,3000,0,3,2016-10-03,50965715
4684861,4684861,Mohamed Thasin ah,https://stackoverflow.com/users/4684861/mohamed-thasin-ah,"{'gold': 11, 'silver': 61, 'bronze': 119}",11152,2700000,287,131,2015-03-18,50946104
4684861,4684861,Mohamed Thasin ah,https://stackoverflow.com/users/4684861/mohamed-thasin-ah,"{'gold': 11, 'silver': 61, 'bronze': 119}",11152,2700000,287,131,2015-03-18,50941901
921033,921033,sanket,https://stackoverflow.com/users/921033/sanket,"{'gold': 0, 'silver': 1, 'bronze': 7}",93,4000,2,3,2011-08-31,50932650
9526302,9526302,ASU_TY,https://stackoverflow.com/users/9526302/asu-ty,"{'gold': 2, 'silver': 7, 'bronze': 12}",737,180000,1,8,2018-03-21,50920389
2513990,2513990,blehblehbleh,https://stackoverflow.com/users/2513990/blehblehbleh,"{'gold': 0, 'silver': 0, 'bronze': 6}",154,3000,5,5,2013-06-23,50886609
3788557,3788557,runningbirds,https://stackoverflow.com/users/3788557/runningbirds,"{'gold': 14, 'silver': 61, 'bronze': 101}",6565,1000000,2,170,2014-06-29,50883728
5358418,5358418,dnks23,https://stackoverflow.com/users/5358418/dnks23,"{'gold': 0, 'silver': 7, 'bronze': 23}",369,46000,0,39,2015-09-21,50853542
5002012,5002012,Sunil Ajagekar,https://stackoverflow.com/users/5002012/sunil-ajagekar,"{'gold': 0, 'silver': 1, 'bronze': 6}",51,7000,2,3,2015-06-12,50853492
3243499,3243499,user3243499,https://stackoverflow.com/users/3243499/user3243499,"{'gold': 8, 'silver': 36, 'bronze': 87}",3159,406000,4,193,2014-01-28,50851937
1823293,1823293,elvikingo,https://stackoverflow.com/users/1823293/elvikingo,"{'gold': 1, 'silver': 14, 'bronze': 20}",987,67000,2,13,2012-11-14,50832187
7362261,7362261,smerllo,https://stackoverflow.com/users/7362261/smerllo,"{'gold': 1, 'silver': 24, 'bronze': 40}",3325,4300000,39,26,2017-01-01,50827435
5269047,5269047,sm925,https://stackoverflow.com/users/5269047/sm925,"{'gold': 1, 'silver': 18, 'bronze': 31}",2678,94000,129,20,2015-08-26,50819691
9908013,9908013,Anshul Gupta,https://stackoverflow.com/users/9908013/anshul-gupta,"{'gold': 0, 'silver': 0, 'bronze': 3}",41,2000,0,3,2018-06-07,50810039
6237093,6237093,David Leal,https://stackoverflow.com/users/6237093/david-leal,"{'gold': 5, 'silver': 35, 'bronze': 66}",6739,974000,371,53,2016-04-21,50809461
2621303,2621303,Tiberiu,https://stackoverflow.com/users/2621303/tiberiu,"{'gold': 4, 'silver': 20, 'bronze': 36}",1020,124000,22,50,2013-07-26,50806677
9908013,9908013,Anshul Gupta,https://stackoverflow.com/users/9908013/anshul-gupta,"{'gold': 0, 'silver': 0, 'bronze': 3}",41,2000,0,3,2018-06-07,50761201
7124383,7124383,liyuhui,https://stackoverflow.com/users/7124383/liyuhui,"{'gold': 0, 'silver': 12, 'bronze': 17}",1250,141000,11,21,2016-11-07,50755994
9912048,9912048,howaboutthat,https://stackoverflow.com/users/9912048/howaboutthat,"{'gold': 0, 'silver': 0, 'bronze': 0}",1,356,0,1,2018-06-08,50753130
9771755,9771755,TuringTester69,https://stackoverflow.com/users/9771755/turingtester69,"{'gold': 0, 'silver': 1, 'bronze': 9}",177,3000,0,4,2018-05-10,50749961
2133111,2133111,kag0,https://stackoverflow.com/users/2133111/kag0,"{'gold': 8, 'silver': 40, 'bronze': 69}",6014,632000,73,65,2013-03-04,50749476
3790973,3790973,kputschko,https://stackoverflow.com/users/3790973/kputschko,"{'gold': 1, 'silver': 7, 'bronze': 24}",774,46000,4,29,2014-06-30,50747502
2983144,2983144,ishaan arora,https://stackoverflow.com/users/2983144/ishaan-arora,"{'gold': 0, 'silver': 8, 'bronze': 19}",541,3400000,6,15,2013-11-12,50740316
9908013,9908013,Anshul Gupta,https://stackoverflow.com/users/9908013/anshul-gupta,"{'gold': 0, 'silver': 0, 'bronze': 3}",41,2000,0,3,2018-06-07,50738058
2133111,2133111,kag0,https://stackoverflow.com/users/2133111/kag0,"{'gold': 8, 'silver': 40, 'bronze': 69}",6014,632000,73,65,2013-03-04,50727029
9901336,9901336,Vihari Vihari,https://stackoverflow.com/users/9901336/vihari-vihari,"{'gold': 0, 'silver': 0, 'bronze': 1}",1,596,0,1,2018-06-06,50712929
9769703,9769703,Joy Wang,https://stackoverflow.com/users/9769703/joy-wang,"{'gold': 0, 'silver': 1, 'bronze': 4}",5,5000,1,3,2018-05-10,50696160
6062480,6062480,Ankit Kothari,https://stackoverflow.com/users/6062480/ankit-kothari,"{'gold': 0, 'silver': 1, 'bronze': 4}",21,3000,0,1,2016-03-14,50642358
7124383,7124383,liyuhui,https://stackoverflow.com/users/7124383/liyuhui,"{'gold': 0, 'silver': 12, 'bronze': 17}",1250,141000,11,21,2016-11-07,50625442
2796123,2796123,deepAgrawal,https://stackoverflow.com/users/2796123/deepagrawal,"{'gold': 1, 'silver': 7, 'bronze': 31}",723,60000,5,45,2013-09-19,50607610
9869324,9869324,Simon R,https://stackoverflow.com/users/9869324/simon-r,"{'gold': 0, 'silver': 0, 'bronze': 1}",11,125,0,1,2018-05-30,50601823
7124383,7124383,liyuhui,https://stackoverflow.com/users/7124383/liyuhui,"{'gold': 0, 'silver': 12, 'bronze': 17}",1250,141000,11,21,2016-11-07,50581125
1783739,1783739,Mikee,https://stackoverflow.com/users/1783739/mikee,"{'gold': 1, 'silver': 6, 'bronze': 26}",854,62000,12,61,2012-10-29,50571600
6225944,6225944,K. Am,https://stackoverflow.com/users/6225944/k-am,"{'gold': 0, 'silver': 1, 'bronze': 5}",51,5000,0,6,2016-04-19,50534675
4008123,4008123,Nate Thompson,https://stackoverflow.com/users/4008123/nate-thompson,"{'gold': 1, 'silver': 8, 'bronze': 24}",635,54000,7,28,2014-09-04,50533113
9780195,9780195,s0nic,https://stackoverflow.com/users/9780195/s0nic,"{'gold': 0, 'silver': 0, 'bronze': 3}",11,95,0,1,2018-05-12,50484826
6225944,6225944,K. Am,https://stackoverflow.com/users/6225944/k-am,"{'gold': 0, 'silver': 1, 'bronze': 5}",51,5000,0,6,2016-04-19,50476210
8107791,8107791,bmacGTPM,https://stackoverflow.com/users/8107791/bmacgtpm,"{'gold': 0, 'silver': 4, 'bronze': 12}",612,18000,15,7,2017-06-03,50458586
1770618,1770618,xenoclast,https://stackoverflow.com/users/1770618/xenoclast,"{'gold': 0, 'silver': 15, 'bronze': 26}",1635,231000,78,1,2012-10-24,50447863
5378027,5378027,Marvania Mehul,https://stackoverflow.com/users/5378027/marvania-mehul,"{'gold': 0, 'silver': 2, 'bronze': 11}",165,13000,3,5,2015-09-25,50416866
4048081,4048081,Ala Ham,https://stackoverflow.com/users/4048081/ala-ham,"{'gold': 0, 'silver': 2, 'bronze': 8}",169,4000,7,1,2014-09-16,50407731
2796123,2796123,deepAgrawal,https://stackoverflow.com/users/2796123/deepagrawal,"{'gold': 1, 'silver': 7, 'bronze': 31}",723,60000,5,45,2013-09-19,50400887
669363,669363,Esildor,https://stackoverflow.com/users/669363/esildor,"{'gold': 0, 'silver': 3, 'bronze': 12}",169,13000,1,10,2011-03-21,50377307
9799082,9799082,Sam Bst,https://stackoverflow.com/users/9799082/sam-bst,"{'gold': 0, 'silver': 0, 'bronze': 5}",33,300,1,2,2018-05-16,50367769
2145297,2145297,mdornfe1,https://stackoverflow.com/users/2145297/mdornfe1,"{'gold': 1, 'silver': 26, 'bronze': 43}",2130,902000,14,47,2013-03-07,50361561
8184497,8184497,strudlelion,https://stackoverflow.com/users/8184497/strudlelion,"{'gold': 0, 'silver': 0, 'bronze': 3}",15,778,0,4,2017-06-19,50278965
4592221,4592221,Hootan Kamran,https://stackoverflow.com/users/4592221/hootan-kamran,"{'gold': 0, 'silver': 0, 'bronze': 1}",11,368,0,1,2015-02-21,50274481
7124383,7124383,liyuhui,https://stackoverflow.com/users/7124383/liyuhui,"{'gold': 0, 'silver': 12, 'bronze': 17}",1250,141000,11,21,2016-11-07,50267961
5665505,5665505,joshi123,https://stackoverflow.com/users/5665505/joshi123,"{'gold': 2, 'silver': 16, 'bronze': 33}",865,383000,13,41,2015-12-10,50254178
7124383,7124383,liyuhui,https://stackoverflow.com/users/7124383/liyuhui,"{'gold': 0, 'silver': 12, 'bronze': 17}",1250,141000,11,21,2016-11-07,50227205
4008123,4008123,Nate Thompson,https://stackoverflow.com/users/4008123/nate-thompson,"{'gold': 1, 'silver': 8, 'bronze': 24}",635,54000,7,28,2014-09-04,50162987
1324546,1324546,ftw,https://stackoverflow.com/users/1324546/ftw,"{'gold': 2, 'silver': 6, 'bronze': 16}",385,64000,2,18,2012-04-10,50141622
7984336,7984336,Arun Lakhotia,https://stackoverflow.com/users/7984336/arun-lakhotia,"{'gold': 0, 'silver': 1, 'bronze': 3}",51,3000,0,5,2017-05-09,50127250
7120667,7120667,Rushabh Patel,https://stackoverflow.com/users/7120667/rushabh-patel,"{'gold': 1, 'silver': 17, 'bronze': 37}",2764,1400000,144,54,2016-11-05,50124080
8295764,8295764,Naresh,https://stackoverflow.com/users/8295764/naresh,"{'gold': 1, 'silver': 1, 'bronze': 4}",41,16000,0,3,2017-07-12,50115886
9719380,9719380,J Li,https://stackoverflow.com/users/9719380/j-li,"{'gold': 0, 'silver': 0, 'bronze': 2}",41,155,0,1,2018-04-30,50093334
3788557,3788557,runningbirds,https://stackoverflow.com/users/3788557/runningbirds,"{'gold': 14, 'silver': 61, 'bronze': 101}",6565,1000000,2,170,2014-06-29,50052656
1011724,1011724,Dan,https://stackoverflow.com/users/1011724/dan,"{'gold': 20, 'silver': 96, 'bronze': 164}",45651,3900000,"1,414",115,2011-10-24,50027950
2177373,2177373,slowD,https://stackoverflow.com/users/2177373/slowd,"{'gold': 0, 'silver': 2, 'bronze': 14}",339,15000,1,8,2013-03-16,50007751
4901542,4901542,Jurgen De Jager,https://stackoverflow.com/users/4901542/jurgen-de-jager,"{'gold': 0, 'silver': 2, 'bronze': 6}",55,4000,2,5,2015-05-14,49985533
6524709,6524709,Jens,https://stackoverflow.com/users/6524709/jens,"{'gold': 0, 'silver': 0, 'bronze': 3}",43,1000,0,1,2016-06-28,49980180
9674835,9674835,JVoelker,https://stackoverflow.com/users/9674835/jvoelker,"{'gold': 0, 'silver': 0, 'bronze': 5}",11,71,0,1,2018-04-20,49942257
4622664,4622664,Arslán,https://stackoverflow.com/users/4622664/arsl%c3%a1n,"{'gold': 2, 'silver': 12, 'bronze': 15}",1773,133000,5,17,2015-03-02,49932493
719457,719457,omikron,https://stackoverflow.com/users/719457/omikron,"{'gold': 1, 'silver': 27, 'bronze': 35}",2815,686000,37,17,2011-04-21,49920880
9350818,9350818,italiano,https://stackoverflow.com/users/9350818/italiano,"{'gold': 0, 'silver': 0, 'bronze': 3}",21,444,0,2,2018-02-12,49911639
9631563,9631563,Balaji Srinivasan Ramanathan,https://stackoverflow.com/users/9631563/balaji-srinivasan-ramanathan,"{'gold': 0, 'silver': 0, 'bronze': 1}",21,314,0,1,2018-04-11,49909866
7460022,7460022,Nick Anderson,https://stackoverflow.com/users/7460022/nick-anderson,"{'gold': 0, 'silver': 0, 'bronze': 1}",11,533,0,1,2017-01-23,49907249
9663120,9663120,youngho,https://stackoverflow.com/users/9663120/youngho,"{'gold': 0, 'silver': 0, 'bronze': 3}",11,760,0,1,2018-04-18,49895721
8184497,8184497,strudlelion,https://stackoverflow.com/users/8184497/strudlelion,"{'gold': 0, 'silver': 0, 'bronze': 3}",15,778,0,4,2017-06-19,49885093
1438076,1438076,windsound,https://stackoverflow.com/users/1438076/windsound,"{'gold': 4, 'silver': 9, 'bronze': 32}",666,135000,5,21,2012-06-05,49866372
4008123,4008123,Nate Thompson,https://stackoverflow.com/users/4008123/nate-thompson,"{'gold': 1, 'silver': 8, 'bronze': 24}",635,54000,7,28,2014-09-04,49864021
702846,702846,Areza,https://stackoverflow.com/users/702846/areza,"{'gold': 9, 'silver': 54, 'bronze': 88}",6030,1600000,79,99,2011-02-10,49859063
9643354,9643354,Shreya Jain,https://stackoverflow.com/users/9643354/shreya-jain,"{'gold': 0, 'silver': 0, 'bronze': 4}",3,1000,0,1,2018-04-13,49824276
1259856,1259856,Giorgio Spedicato,https://stackoverflow.com/users/1259856/giorgio-spedicato,"{'gold': 3, 'silver': 33, 'bronze': 46}",2483,161000,18,49,2012-03-09,49823178
9099971,9099971,Siobhan,https://stackoverflow.com/users/9099971/siobhan,"{'gold': 0, 'silver': 0, 'bronze': 11}",173,7000,4,7,2017-12-14,49780303
9630329,9630329,cybermaggedon,https://stackoverflow.com/users/9630329/cybermaggedon,"{'gold': 0, 'silver': 0, 'bronze': 6}",31,522,3,1,2018-04-11,49774823
7676016,7676016,Aryo Pradipta Gema,https://stackoverflow.com/users/7676016/aryo-pradipta-gema,"{'gold': 3, 'silver': 15, 'bronze': 30}",1230,148000,6,16,2017-03-08,49773582
7362261,7362261,smerllo,https://stackoverflow.com/users/7362261/smerllo,"{'gold': 1, 'silver': 24, 'bronze': 40}",3325,4300000,39,26,2017-01-01,49752125
5499595,5499595,vlad1490,https://stackoverflow.com/users/5499595/vlad1490,"{'gold': 0, 'silver': 2, 'bronze': 8}",365,187000,9,4,2015-10-28,49716815
4537090,4537090,WesternGun,https://stackoverflow.com/users/4537090/westerngun,"{'gold': 8, 'silver': 108, 'bronze': 181}",12568,10200000,482,258,2015-02-06,49712632
9612631,9612631,JHKimKim,https://stackoverflow.com/users/9612631/jhkimkim,"{'gold': 0, 'silver': 0, 'bronze': 3}",23,942,0,1,2018-04-07,49711455
95,95,Marek Grzenkowicz,https://stackoverflow.com/users/95/marek-grzenkowicz,"{'gold': 11, 'silver': 84, 'bronze': 116}",17323,2200000,323,57,2008-08-01,49692830
9142624,9142624,John Doe,https://stackoverflow.com/users/9142624/john-doe,"{'gold': 0, 'silver': 1, 'bronze': 8}",55,5000,0,3,2017-12-26,49681116
8364291,8364291,Apeksha Agnihotri,https://stackoverflow.com/users/8364291/apeksha-agnihotri,"{'gold': 0, 'silver': 0, 'bronze': 4}",11,2000,0,3,2017-07-25,49671640
2259468,2259468,EngrStudent,https://stackoverflow.com/users/2259468/engrstudent,"{'gold': 0, 'silver': 31, 'bronze': 51}",1972,130000,48,71,2013-04-08,49634547
2263303,2263303,Clem Wang,https://stackoverflow.com/users/2263303/clem-wang,"{'gold': 0, 'silver': 8, 'bronze': 16}",739,728000,32,15,2013-04-09,49615505
6869354,6869354,Dipanjan Chowdhury,https://stackoverflow.com/users/6869354/dipanjan-chowdhury,"{'gold': 0, 'silver': 0, 'bronze': 0}",1,466,0,2,2016-09-23,49595290
9577205,9577205,Mohammad,https://stackoverflow.com/users/9577205/mohammad,"{'gold': 0, 'silver': 0, 'bronze': 1}",11,419,0,1,2018-03-31,49592926
9539811,9539811,poojanavin,https://stackoverflow.com/users/9539811/poojanavin,"{'gold': 0, 'silver': 0, 'bronze': 4}",31,2000,0,2,2018-03-23,49576850
6552685,6552685,VShankar,https://stackoverflow.com/users/6552685/vshankar,"{'gold': 0, 'silver': 0, 'bronze': 3}",151,930,1,3,2016-07-05,49538287
1614089,1614089,Oren,https://stackoverflow.com/users/1614089/oren,"{'gold': 0, 'silver': 10, 'bronze': 27}",1006,434000,37,17,2012-08-21,49535272
691415,691415,gerben,https://stackoverflow.com/users/691415/gerben,"{'gold': 0, 'silver': 4, 'bronze': 17}",702,16000,11,11,2011-04-04,49515618
2528935,2528935,user2528935,https://stackoverflow.com/users/2528935/user2528935,"{'gold': 0, 'silver': 1, 'bronze': 4}",25,5000,1,4,2013-06-27,49510134
9095133,9095133,Pedro Schuller,https://stackoverflow.com/users/9095133/pedro-schuller,"{'gold': 0, 'silver': 1, 'bronze': 14}",290,7000,5,3,2017-12-13,49508870
9556458,9556458,T. RB,https://stackoverflow.com/users/9556458/t-rb,"{'gold': 0, 'silver': 0, 'bronze': 2}",11,458,0,1,2018-03-27,49506194
7782613,7782613,Raag Agrawal,https://stackoverflow.com/users/7782613/raag-agrawal,"{'gold': 0, 'silver': 1, 'bronze': 10}",146,8000,3,8,2017-03-28,49501795
9554928,9554928,Sergio Vargas,https://stackoverflow.com/users/9554928/sergio-vargas,"{'gold': 0, 'silver': 0, 'bronze': 2}",11,123,0,1,2018-03-26,49501096
9503962,9503962,A.Lag,https://stackoverflow.com/users/9503962/a-lag,"{'gold': 0, 'silver': 0, 'bronze': 3}",3,319,0,1,2018-03-16,49493980
211082,211082,Karthik,https://stackoverflow.com/users/211082/karthik,"{'gold': 2, 'silver': 12, 'bronze': 19}",769,89000,3,14,2009-11-14,49467713
9539811,9539811,poojanavin,https://stackoverflow.com/users/9539811/poojanavin,"{'gold': 0, 'silver': 0, 'bronze': 4}",31,2000,0,2,2018-03-23,49448791
9537361,9537361,user9537361,https://stackoverflow.com/users/9537361/user9537361,"{'gold': 0, 'silver': 0, 'bronze': 1}",11,337,1,2,2018-03-22,49439094
9469401,9469401,soniCYouth,https://stackoverflow.com/users/9469401/sonicyouth,"{'gold': 0, 'silver': 1, 'bronze': 9}",33,9000,0,9,2018-03-09,49431314
9531566,9531566,Chris Hawkins,https://stackoverflow.com/users/9531566/chris-hawkins,"{'gold': 0, 'silver': 0, 'bronze': 1}",11,63,0,1,2018-03-21,49417911
4938900,4938900,Peter,https://stackoverflow.com/users/4938900/peter,"{'gold': 0, 'silver': 1, 'bronze': 6}",87,5000,1,6,2015-05-26,49414312
211082,211082,Karthik,https://stackoverflow.com/users/211082/karthik,"{'gold': 2, 'silver': 12, 'bronze': 19}",769,89000,3,14,2009-11-14,49414212
9530457,9530457,vj99899,https://stackoverflow.com/users/9530457/vj99899,"{'gold': 0, 'silver': 0, 'bronze': 2}",11,57,0,1,2018-03-21,49413724
9099971,9099971,Siobhan,https://stackoverflow.com/users/9099971/siobhan,"{'gold': 0, 'silver': 0, 'bronze': 11}",173,7000,4,7,2017-12-14,49411393
9261598,9261598,orryk,https://stackoverflow.com/users/9261598/orryk,"{'gold': 0, 'silver': 0, 'bronze': 2}",1,165,0,1,2018-01-24,49403802
6237093,6237093,David Leal,https://stackoverflow.com/users/6237093/david-leal,"{'gold': 5, 'silver': 35, 'bronze': 66}",6739,974000,371,53,2016-04-21,49393343
8366375,8366375,rknimmakayala,https://stackoverflow.com/users/8366375/rknimmakayala,"{'gold': 0, 'silver': 0, 'bronze': 1}",21,2000,0,5,2017-07-25,49391938
1362485,1362485,ps0604,https://stackoverflow.com/users/1362485/ps0604,"{'gold': 25, 'silver': 147, 'bronze': 369}",1211,1600000,100,940,2012-04-28,49368280
1362485,1362485,ps0604,https://stackoverflow.com/users/1362485/ps0604,"{'gold': 25, 'silver': 147, 'bronze': 369}",1211,1600000,100,940,2012-04-28,49353079
9511739,9511739,David Kwok,https://stackoverflow.com/users/9511739/david-kwok,"{'gold': 0, 'silver': 0, 'bronze': 2}",21,1000,0,1,2018-03-18,49347630
6237093,6237093,David Leal,https://stackoverflow.com/users/6237093/david-leal,"{'gold': 5, 'silver': 35, 'bronze': 66}",6739,974000,371,53,2016-04-21,49319432
7243994,7243994,Naveen,https://stackoverflow.com/users/7243994/naveen,"{'gold': 0, 'silver': 0, 'bronze': 1}",31,2000,0,2,2016-12-03,49318981
3788557,3788557,runningbirds,https://stackoverflow.com/users/3788557/runningbirds,"{'gold': 14, 'silver': 61, 'bronze': 101}",6565,1000000,2,170,2014-06-29,49314440
8055789,8055789,TheDeezer,https://stackoverflow.com/users/8055789/thedeezer,"{'gold': 0, 'silver': 1, 'bronze': 5}",13,9000,0,4,2017-05-23,49268055
9486953,9486953,Daniele,https://stackoverflow.com/users/9486953/daniele,"{'gold': 0, 'silver': 0, 'bronze': 2}",21,1000,0,1,2018-03-13,49262383
1259856,1259856,Giorgio Spedicato,https://stackoverflow.com/users/1259856/giorgio-spedicato,"{'gold': 3, 'silver': 33, 'bronze': 46}",2483,161000,18,49,2012-03-09,49261738
1259856,1259856,Giorgio Spedicato,https://stackoverflow.com/users/1259856/giorgio-spedicato,"{'gold': 3, 'silver': 33, 'bronze': 46}",2483,161000,18,49,2012-03-09,49211864
9469978,9469978,Daniel Cheung,https://stackoverflow.com/users/9469978/daniel-cheung,"{'gold': 0, 'silver': 0, 'bronze': 1}",1,218,0,1,2018-03-09,49203443
